Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
78040;F08016836;BLADE VINAIXA, M PILAR;SANTA COLOMA DE GRAMENET;GENERALITAT;08922;AVINGUDA;76;933864749;SANTA COLOMA DE GRAMENET 4
78041;F08016843;HERRERO TORRES, IGNACIO;SABADELL;JUVENAL;08206;CARRER;12;937160827;SABADELL 4-B
78042;F08016850;MARTIN MATEO, MA CONCEPCIO;BARCELONA;FASTENRATH;08035;CARRER;65;932293197;BARCELONA 7-E
78043;F08016868;DOMINGUEZ HERMAN, SILVIA;BARCELONA;RASOS DE PEGUERA;08033;CARRER;70;933507047;BARCELONA 8-H
78044;F08016875;SERRANO GIL, JOSE ANTONIO;BARCELONA;VICO;08021;CARRER;17;932017460;BARCELONA 5-B
78045;F08016882;MONGE DUARTE, JOANA;VILADECANS;GAVA;08840;CARRER;13;936581837;VILADECANS 1
78046;F08016917;ROMERO ISLA, M LUISA;CORNELLA DE LLOBREGAT;MARFULL;08940;CARRER;1;933762434;CORNELLA DE LLOBREGAT 2
78047;F08016924;MORER VILARO, JOSEP M/MORER FONT, MONICA;SANT BOI DE LLOBREGAT;EDIF.COOP.DE CONSUM POL.R.LLULL;08830;CARRER;;936615995;SANT BOI DE LLOBREGAT 2
78048;F08016931;RODAS LOPERENA, MARIA;HOSPITALET DE LLOBREGAT L';OCCIDENT;08903;CARRER;14;933342312;HOSPITALET DE LLOBREGAT 3
78049;F08016949;SERRA GUASCH, MAGDALENA;SANT BOI DE LLOBREGAT;LLUIS PASCUAL ROCA;08830;CARRER;45;936615247;SANT BOI DE LLOBREGAT 1
78050;F08016956;MARSAL FABREGAS, M.MERCE;SANT BOI DE LLOBREGAT;TRES D'ABRIL;08830;CARRER;34;936615696;SANT BOI DE LLOBREGAT 4
78051;F08016963;RIBA VILADROSA, CONCEPCIO;TERRASSA;ESTANISLAU FIGUERES;08222;CARRER;92;937856088;TERRASSA-A
78052;F08016970;PUGES CRISOL, M CARMEN;GAVA;MONTFLORIT;08850;CARRER;38;936623113;GAVA 2
78053;F08016988;GRIERA FARRES, LIDIA;BARCELONA;NOU BARRIS;08033;CARRER;23;933544504;BARCELONA 8-G
78054;F08016995;GAY BADIA, MONTSERRAT;BARCELONA;VALLDEMOSSA;08016;CARRER;30;933595433;BARCELONA 8-B
78055;F08017004;PUCHADES MUÑOZ, MARIA;GRANOLLERS;CALDES;08400;CARRETERA;4;938492418;GRANOLLERS 1-OEST
78056;F08017011;RIVAS DELGADO, JOSE LUIS;MONTCADA I REIXAC;DE LA CONCA;08110;CARRER;10;935640223;MONTCADA I REIXAC 1
78057;F08017029;CUROS PUNTI, IMMACULADA;BARCELONA;DOCTOR FERRAN;08034;CARRER;7;932039075;BARCELONA 4-B
78058;F08017036;SANCHEZ PRIEGO, JULIA;BARCELONA;TURO DE LA TRINITAT;08033;CARRER;107;933453643;BARCELONA 9-F
78059;F08017043;MEDRANO TOURIS, MARIA EUGENIA;MONTGAT;DEL TURO;08390;RAMBLA;10;933890045;MONTGAT
78060;F08017050;SOLIS SOLER, M.DEL CARME;TERRASSA;COLOM;08223;CARRER;286;937859887;TERRASSA-G
78061;F08017068;BAJAULI PEREZ, M. LLUÏSA;BARCELONA;WELLINGTON;08005;CARRER;52;933094013;BARCELONA 10-A
78062;F08017075;GARCIA RICO, MARIA;BARCELONA;PISUERGA;08028;CARRER;20;933333048;BARCELONA 4-C
78063;F08017082;JIMENEZ MOGOLLON,ANABEL/JIMENEZ MOGOLLON,ELENA;SANT BOI DE LLOBREGAT;JAUME BALMES;08830;CARRER;33;936612425;SANT BOI DE LLOBREGAT 4
78064;F08017090;DIAZ DE LA CONCEPCION/PUERTO RODRIGUEZ;SANT CUGAT DEL VALLES;SANT MAGI;08173;PASSEIG;50;936743353;SANT CUGAT DEL VALLES-1
78065;F08017100;ORUS PRAT, ANNA MARIA;SANTA COLOMA DE GRAMENET;MILA I FONTANALS;08922;CARRER;27;934663194;SANTA COLOMA DE GRAMENET 1
78066;F08017117;CASANOVAS CID,MARIA FE/QUEJIGO CASANOVA, ANDREU;BARCELONA;VALLDAURA;08042;PASSEIG;166;934272309;BARCELONA 8-F
78067;F08017124;XIRAU VERGES, MARIA DOLORS;BADALONA;INDEPENDENCIA;08915;CARRER;18;933833822;BADALONA 11
78068;F08017131;VIDAL ALEMANY, SALVADOR;PIERA;PIERETA;08784;CARRER;31;937788360;PIERA
78069;F08017149;VERDAGUER LORENZO, ALFRED;SANT JULIA DE VILATORTA;NURIA;08515;CARRER;11;938887054;SANTA EUGENIA DE BERGA*
78070;F08017156;SORIANO RAMS, JOSE ANTONIO;MATARO;JUAN SEBASTIAN ELCANO;08302;CARRER;2-4;937984125;MATARO 1
78071;F08017163;RICO GONGORA,BLANCA NIEVES/LOPEZ RICO,IRENE;SANTA PERPETUA DE MOGODA;"TRES (""LA FLORIDA"")";08130;AVINGUDA;16;935601705;SANTA PERPETUA DE LA MOGODA
78072;F08017170;LLINARES ARAEZ,PATRICIA/PEREZ CASASAYAS,OLGA;BARCELONA;VALLCARCA;08023;AVINGUDA;188;932843678;BARCELONA 6-D
78073;F08017188;PELLICER LOPEZ/MIRALLES ROSET;BARCELONA;JORBA;08030;CARRER;27;933451061;BARCELONA 9-H
78074;F08017195;TOMAS PUIG, MA. NEUS;BARCELONA;MARINA (LOCAL 1);08005;CARRER;20;932210128;BARCELONA 10-A
78075;F08017212;BONET ORTIZ, M.TERESA;SABADELL;LLANERA;08207;CARRER;93;937167133;SABADELL 3-A
78076;F08017220;GALINDO PLANAS, CRISTINA;BARCELONA;GRAN VIA CORTS CATALANES;08020;CARRER;1113;933136709;BARCELONA 10-J
78077;F08017237;BURDEUS REVERTER, CRISTINA;CORNELLA DE LLOBREGAT;D'ESPLUGUES;08940;CARRETERA;32;933773648;CORNELLA DE LLOBREGAT 1
78078;F08017244;ANTON VELAZQUEZ, JOSEP;SANT ADRIA DE BESOS;MAR;08930;CARRER;18;933811592;SANT ADRIA BESOS 2
78079;F08017251;HERRERA GUILLEN, ESTHER;EL PRAT DE LLOBREGAT;URGELL;08820;CARRER;60-64;933794389;PRAT DE LLOBREGAT 2
78080;F08017276;MATEU LUCEA, MARIA ISABEL;VILANOVA I LA GELTRU;FRANCESC MACIA;08800;CARRER;122;938151669;VILANOVA I LA GELTRU-1
78081;F08017283;RABASA SANVICENS, MARIA GEMMA;SANT BOI DE LLOBREGAT;DOCTOR IGNASI BARRAQUER;08830;CARRER;8;936614666;SANT BOI DE LLOBREGAT 3
78082;F08017290;ALVAREZ SANTOS, GUILLERMO;SANTA COLOMA DE GRAMENET;JULI GARRETA;08924;CARRER;14;933911554;SANTA COLOMA DE GRAMENET 3
78083;F08017300;VIVES PAL,ANTONI;CORNELLA DE LLOBREGAT;BENESTAR (LOC-3);08940;CARRER;68;933767203;CORNELLA DE LLOBREGAT 3
78084;F08017318;ORENGA CASTELLS, G/FONTS MESTRES,S;RUBI;CRONOS;08191;PASSATGE;11 (LOCAL 15);936991301;RUBI 2
78085;F08017325;CABANAS MIRET,JOSEP;SANT BOI DE LLOBREGAT;FRANCESC MACIA;08830;CARRER;115;936546452;SANT BOI DE LLOBREGAT 4
78086;F08017332;REALES NAVEIRA, ANA MARIA;BARCELONA;SANT ANDREU;08030;CARRER;368;933457145;BARCELONA 9-I
78087;F08017340;PEREZ ALFONSO, ADONINA;BARCELONA;INDEPENDENCIA;08026;CARRER;230;932322379;BARCELONA 10-E
78088;F08017357;MILA ROCA , M.ISABEL;MOLINS DE REI;RIERA MARIONA;08750;CARRER;3;936683097;MOLINS DE REI
78089;F08017364;RIERA CAMPS, FRANCESC XAVIER;ESPARREGUERA;REIAL VELL;08292;CAMI;12;937772236;ESPARREGUERA
78090;F08017371;OROBITG MORIN, DANIEL;SANT BOI DE LLOBREGAT;EUSEBI  GUELL;08830;CARRER;114;936615948;SANT BOI DE LLOBREGAT 1
78091;F08017389;ALVAREZ SIERRA, TEODORO;CERDANYOLA DEL VALLES;ELS REIS (LOCAL-5);08290;CARRER;S/N;936926721;CERDANYOLA VALLES 2
78092;F08017406;REIG LAVERNIA, MARGARIDA;BARCELONA;MARE DE DEU DEL COLL;08023;PASSEIG;14;932190903;BARCELONA 6-D
78093;F08017420;BLAY SALVADOR, BEGOÑA;BARCELONA;AUSIES MARCH;08013;CARRER;163;932450064;BARCELONA 2-H
78094;F08017438;ROCA SERRA, MANUEL;BARCELONA;DE LES CORTS;08028;TRAVESSERA;190;933307066;BARCELONA 4-B
78095;F08017445;MARTI ESCURSELL, M.ROSA;SABADELL;SABONERIA;08204;CARRER;127;937103132;SABADELL 6
78096;F08017452;PLANAS ESCOBET, M.ROSA/CODINACH PLANAS, OLGA;SABADELL;PORTAL DE LA FLORESTA;08207;CARRER;25;937167574;SABADELL 3-B
78097;F08017477;VILA NIETO, ISABEL;MONTCADA I REIXAC;PAÏSOS CATALANS;08110;RAMBLA;51;935645904;MONTCADA I REIXAC 2
78098;F08017484;ARANDA GUERRA, M DOLORES;BARCELONA;SANTA MATILDE;08031;CARRER;8;933574894;BARCELONA 8-A
78099;F08017491;PALAU ROIG, MARIA ELENA;HOSPITALET DE LLOBREGAT L';MARINA;08907;RAMBLA;68;933350435;HOSPITALET DE LLOBREGAT 12
78100;F08017501;SANTAEUGENIA GERONES, M. ROSA;BARCELONA;PRIM;08019;CARRER;45;933071155;BARCELONA 10-D
78101;F08017519;BELENGUER LLOPART, GEMMA;GRANOLLERS;PLA DE BAIX;08402;CARRER;51;938705838;GRANOLLERS 4-SUD
78102;F08017526;ANTOJA XIRAU, M. DOLORS;SANT ESTEVE DE PALAUTORDERA;DEL MONTSENY;08460;CARRETERA;25;938480458;SANT CELONI*
78103;F08017540;GIMENEZ GARCIA, LUIS DANIEL;ESPLUGUES DE LLOBREGAT;ROVELLAT;08950;CARRER;41-47;933717338;ESPLUGUES DE LLOBREGAT 2
78104;F08017558;ROS CASANOVAS, M.DOLORS;CASTELLAR DEL VALLES;SANT ESTEVE;08211;AVINGUDA;71;937145025;CASTELLAR DEL VALLES
78105;F08017565;GRIMALT SANCHO,J/P VIVES GRIMALT;SABADELL;PARAIRES;08206;AVINGUDA;26 A;937165113;SABADELL 4-A
78106;F08017572;PINEDA MARFA, IMMACULADA;BARCELONA;DUQUESA D'ORLEANS;08034;CARRER;28;932043206;BARCELONA 5-D
78107;F08017580;ANIA LAFUENTE, M.CARME;BARCELONA;TRAJA;08004;CARRER;20;933321915;BARCELONA 3-H
78108;F08017597;AGUILO JUANOLA, E/BUSQUET AGUILO, S;BARCELONA;BARTRINA;08030;CARRER;7;933452844;BARCELONA 9-I
78109;F08017607;CORAL VIGOUROUX, NINA;SANT JOAN DESPI;D'EN NEGRE;08970;TORRENT;10;933732057;SANT JOAN DESPI 1
78110;F08017614;LLADOS TIRADO, JOAN RAMON;CASTELLDEFELS;CONSTITUCIO;08860;AVINGUDA;378;936650083;CASTELLDEFELS-2
78111;F08017621;TORRAS AMBROS, JOSEP;BIGUES I RIELLS;ANNA MOGAS (LOCALS 4 I 5);08410;CARRER;116-128;938658342;VALL DEL TENES
78112;F08017639;MASSANA CLOSA, ROSER;VILANOVA DEL CAMI;MAJOR;08788;CARRER;95 BIS;938034667;VILANOVA DEL CAMI
78113;F08017646;BLANCHART TINTO, MERITXELL;SABADELL;CESAR TORRAS;08205;CARRER;132;937267104;SABADELL 5
78114;F08017653;SANCHEZ CALUCHO,ROSA;EL PRAT DE LLOBREGAT;MARINA;08820;CARRETERA;128;933793481;PRAT DE LLOBREGAT 2
78115;F08017660;GOMEZ PEREZ, LAURA;BADALONA;PUIGFRED;08915;AVINGUDA;33;933873730;BADALONA 10
78116;F08017678;SALVADOR SOLE, PALMIRA;BARCELONA;MARINA;08005;CARRER;69;933095057;BARCELONA 10-A
78117;F08017685;SANTOS MARCOS, CRISTINA;BARCELONA;ROMA;08015;AVINGUDA;18;932231978;BARCELONA 2-B
78118;F08017692;CHAVARRIA LAMEYRE, FRANCESC;SANTA COLOMA DE GRAMENET;MOSSEN JACINT VERDAGUER;08922;CARRER;107;933925202;SANTA COLOMA DE GRAMENET 6
78119;F08017702;DE CIURANA RIBAS, TERESA DE;BARCELONA;CALABRIA;08015;CARRER;27;933255325;BARCELONA 2-A
78120;F08017710;SANCHEZ GARCIA, M.DEL CARME;BARCELONA;DEU i MATA (TDA-2);08029;CARRER;96;933225954;BARCELONA 4-B
78121;F08017727;PRADELL BUXO, JAUME;MANRESA;P.PERE III;08242;CARRER;55;938773080;MANRESA 2
78122;F08017734;ADZET PANADES, MARIA ELENA;IGUALADA;BARCELONA;08700;AVINGUDA;9;938030947;IGUALADA-2
78123;F08017741;SOLA MARTIN, MIQUEL;BARCELONA;TENOR MASSINI;08028;CARRER;116;933396507;BARCELONA 3-G
78124;F08017759;PININ LAVIN, DELIA;BARCELONA;AMILCAR;08032;CARRER;151;932568409;BARCELONA 7-G
78125;F08017766;DE CASTRO GARNELO, ARIADNA M.;BARCELONA;HORT DE LA VILA;08017;CARRER;41;932030850;BARCELONA 5-D
78126;F08017773;VIU COROMINAS, MARIA;AVIA;PAU CASAL;08610;AVINGUDA;34;938230300;BERGA
78127;F08017780;GABARRO SOLE, RAMON;HOSPITALET DE LLOBREGAT L';ISABEL LA CATOLICA;08906;AVINGUDA;25;934386236;HOSPITALET DE LLOBREGAT 10
78128;F08017798;MILA PLANS ROSA M;GRANOLLERS;DE LA MUNTANYA;08402;PASSEIG;74;938703596;GRANOLLERS 3-CENTRE EST
78129;F08017808;BRUGUERAS GARCIA, M.CRISTINA;MATADEPERA;ANTONI GENESCÀ;08230;CARRER;21;937870001;TERRASSA-F
78130;F08017815;SANCHEZ ARIAS, BEGONYA;MOLLET DEL VALLES;SANT RAMON;08100;CARRER;55;935933090;MOLLET DEL VALLES-1 EST
78131;F08017822;SANCHEZ BAILON, ANA MARIA;CERDANYOLA DEL VALLES;SANTA ROSA;08290;CARRER;36-38;936923184;CERDANYOLA VALLES 2
78132;F08017830;MACIA GOÑI, MONTSERRAT;CANOVELLES;VERGE DEL PILAR;08420;CARRER;5;984935086;GRANOLLERS 1-OEST
78133;F08017847;SECANELL ROCA, JOSEP M.;SANTA MARGARIDA DE MONTBUI;DE VALLS;08710;CARRETERA;34;938034834;SANTA MARGARIDA DE MONTBUI
78134;F08017854;PATERNA PATERNA, JESUS;BARCELONA;BERNAT METGE;08019;CARRER;6-8;933146659;BARCELONA 10-D
78135;F08017861;FONS JOVANI,V/FONS JOVANI,G;BARCELONA;TREVOL;08032;CARRER;2;933573119;BARCELONA 7-D
78136;F08017879;DELGADO RICA, MA PILAR;BARCELONA;ENRIC CASANOVAS;08016;CARRER;94;933504896;BARCELONA 8-D
78137;F08017886;GULTRESA COLOMER, M.ANGELS;BARCELONA;ANDRADE (LOC-4);08020;CARRER;151;933149760;BARCELONA 10-J
78138;F08017893;MERINO GONZALO, DAVID;BARCELONA;CICERO;08014;CARRER;12;934314570;BARCELONA 3-E
78139;F08017903;FERNANDEZ MORENO, MIGUEL;BARCELONA;PASTEUR;08024;CARRER;1;932296656;BARCELONA 7-A
78140;F08017910;GIMENO SISCAR, JORGE;BADALONA;BELLAVISTA;08913;CARRER;38 TDA 1;933877787;BADALONA 7-A (ST.JOAN LLEFIA)
78141;F08017928;EURAS VILALTA,ELENA/EURAS VILALTA,NURIA;VIC;TAGAMANENT;08500;CARRER;1;938857067;VIC - 2
78142;F08017935;PLANA MENDO, JOAN JOSEP;BARCELONA;LOPE DE VEGA;08018;CARRER;282;933083958;BARCELONA 10-G
78143;F08017942;ALIBERCH ROCA, XAVIER;VIC;CAMPRODON;08500;RONDA;36;938861248;VIC - 1
78144;F08017950;FARELL SALA, AURELIA;RUBI;SANT JORDI;08191;AVINGUDA;25;936990291;RUBI 1
78145;F08017967;MONELLS PAGES, GUIOMAR;BARCELONA;PINTOR ALSAMORA,cant.ESTUDIANT;08016;CARRER;21;933504299;BARCELONA 8-B
78146;F08017974;CENTENO ORTEGA, MONICA;MATARO;ALMERIA;08304;CARRER;77;937985008;MATARO 4
78147;F08017981;BARENYS DE LACHA, M.CARME;BARCELONA;ZONA FRANCA;08038;PASSEIG;122;933320210;BARCELONA 3-C
78148;F08017999;PAZ ROSAURA, MARIA MERCE;TERRASSA;HOLANDA (CAN PARELLADA);08228;CARRER;5;937362575;TERRASSA-C
78149;F08018008;VEGA MASANA, M.TERESA DE;BARCELONA;VILADOMAT;08015;CARRER;154;933230591;BARCELONA 2-B
78150;F08018015;GIBERT ROVIRA, JOAN ALBERT;PALLEJA;PAU CLARIS;08780;CARRER;35;936682323;PALLEJA
78151;F08018022;BASSONS BONCOMPTE, M.TERESA;SANT FELIU DE LLOBREGAT;RUPERT LLADO;08980;CARRER;5;936663556;SANT FELIU DE LLOBREGAT 1
78152;F08018030;GARRABOU GOMA, MANUEL;TERRASSA;PARLAMENT;08225;CARRER;28;937351271;TERRASSA-E
78153;F08018047;CASTELLA AUMEDES, CARLES/SANCHEZ MURILLO, LLUIS;SANT BOI DE LLOBREGAT;POLIG.J.MARAGALL (BLOC-100);08830;CARRER;26;936616945;SANT BOI DE LLOBREGAT 2
78154;F08018054;TORRENTS PONT, JAUME;CERDANYOLA DEL VALLES;DIAGONAL;08290;CARRER;34;935803904;CERDANYOLA VALLES 1
78155;F08018061;BARLOQUE TRIUS, NURIA / SOLANS LAQUE, ANNA M.;BADALONA;OTGER;08914;CARRER;2;933874787;BADALONA 9
78156;F08018079;JOVE GASCON, M.ROSA;BARCELONA;MENORCA;08020;CARRER;6;933074934;BARCELONA 10-H
78157;F08018086;SOLANES ASPEIX, MONTSERRAT;BARCELONA;PRIM (LOC-24);08020;CARRER;244;933132440;BARCELONA 10-I
78158;F08018093;GONZALEZ OROZCO, DOMIRA;BARCELONA;VIA FAVENCIA;08031;CARRER;172;934275525;BARCELONA 8-F
78159;F08018103;MARTINEZ-QUINTANILLAS GARCIA,MERCE;BARCELONA;BERENGUER DE PALOU;08027;CARRER;37;933492928;BARCELONA 9-A
78160;F08018110;ESCODA ESCODA, MERCEDES;BARCELONA;MIQUEL ANGEL;08028;CARRER;113;933300399;BARCELONA 3-I
78161;F08018128;PEREZ ABIO, GERARD;BARCELONA;JOAN DE GARAY;08027;CARRER;59;933499369;BARCELONA 9-C
78162;F08018135;VALLES QUERALT, ROSA MARIA;IGUALADA;MARE DE DEU DE LA PIETAT;08700;CARRER;25;938034859;IGUALADA-2
78163;F08018142;PERIS ZARAGOZA, M CARMEN;BARCELONA;BAILEN;08009;CARRER;92;932462566;BARCELONA 2-G
78164;F08018167;SUBIRATS COSTA, JOAN RAMON;MATARO;BLAI PARERA;08304;CARRER;35;937961721;MATARO 3
78165;F08018174;LAFARGUE SALVADO,MARIA TERESA/MILLAN LAFARGUE,XAVIER;MOLLET DEL VALLES;CAN FLEQUER;08100;CARRER;19;935933143;MOLLET DEL VALLES-1 EST
78166;F08018181;GUILLEN RODRIGUEZ, CONSOL;BARCELONA;RIO DE JANEIRO;08016;AVINGUDA;65;933595347;BARCELONA 8-D
78167;F08018199;CASANOVAS BAIGET, PERE;BARCELONA;URRUTIA;08042;PASSEIG;113;933532984;BARCELONA 8-F
78168;F08018209;VIDAL DELCLOS,R/JUVES VIDAL,A;GRANADA LA;SANT CRISTOFOL;08792;CARRER;8;938974227;PENEDES-RURAL*
78169;F08018216;TERRASSA CAFFARO, M.LLUISA;SANT BOI DE LLOBREGAT;ONZE DE SETEMBRE;08830;AVINGUDA;58;936614648;SANT BOI DE LLOBREGAT 4
78170;F08018223;PUGA GASULL, BERTA;BARCELONA;SANT RAMON DE PENYAFORT,  LOCAL 1;08032;CARRER;3;933580900;BARCELONA 7-D
78171;F08018230;PUIG LLUCH, ANNA MARIA;CASTELLDEFELS;DIAGONAL;08860;AVINGUDA;30;936652318;CASTELLDEFELS-2
78172;F08018248;FERNANDEZ RODRIGUEZ, LEANDRO;BARCELONA;MERIDIANA;08027;AVINGUDA;344;933118651;BARCELONA 9-A
78173;F08018255;VICEN CARBO, MARIA INMACULADA;BARCELONA;JOSEP PLA;08020;CARRER;184-186;933146820;BARCELONA 10-D
78174;F08018262;ARTIGALAS BOIXAREU, NURIA;ARTES;ROCAFORT;08271;CARRER;60;938305418;ARTES*
78175;F08018270;FERRAGUT VENTURA, ANTONIO;SANT BOI DE LLOBREGAT;CERDANYA;08830;CARRER;22;936617649;SANT BOI DE LLOBREGAT 4
78176;F08018294;CASTILLO GUERRERO, ALEJANDRO DEL;BARCELONA;MONTSERRAT DE CASANOVAS;08032;CARRER;184;932295219;BARCELONA 7-C
78177;F08018304;TORRENTS LORCA, M.DEL CARME;SITGES;SANT MUS;08870;CARRER;S/N;938943548;SITGES
78178;F08018311;YUSTE BOTEY, MIQUEL ANGEL;SANT BOI DE LLOBREGAT;GALICIA (CAMPS BLANCS);08830;CARRER;71;936402090;SANT BOI DE LLOBREGAT 3
78179;F08018329;SORIANO SANTIGOSA, ROSER;SANTA COLOMA DE GRAMENET;AMERICA;08921;CARRER;2;933912952;SANTA COLOMA DE GRAMENET 1
78180;F08018336;OLIVERAS MARTIN, JUAN;HOSPITALET DE LLOBREGAT L';ESPLUGUES (BLOC-B);08906;CARRETERA;26;934372059;HOSPITALET DE LLOBREGAT 10
78181;F08018343;ESQUERRA AMARGOS, CONCEPCIO;BARCELONA;LLUÇA;08028;CARRER;22;933390598;BARCELONA 4-B
78182;F08018350;CALVO SANCHEZ, RUTH;LLAGOSTA LA;CONCORDIA;08120;PLAÇA;1;935601816;LLAGOSTA,LA
78183;F08018368;TODO LOPEZ, E/IRACHETA TODO,M;SANTA COLOMA DE GRAMENET;ARAGO;08924;CARRER;29;933917701;SANTA COLOMA DE GRAMENET 3
78184;F08018375;FERNANDEZ RETUERTO, M.CARME;BARCELONA;ONZE DE SETEMBRE;08030;CARRER;15;933111451;BARCELONA 9-A
78185;F08018382;PUIG DOMINGO, MARIA;BARCELONA;CORSEGA;08029;CARRER;78-80;934396866;BARCELONA 2-C
78186;F08018390;CHAMARRO AGUILERA,MA. ROSA;BARCELONA;GRAN VIA CORTS CATALANES;08020;CARRER;1052;933083247;BARCELONA 10-C
78187;F08018400;GIMENO DOMINGUEZ, CARLES;BARCELONA;JUDEA;08035;CARRER;5;932477645;BARCELONA 7-E
78188;F08018417;BERGE SAHLI, M.ISABEL;BARCELONA;MARE DE DEU DEL PORT;08038;CARRER;255;933311341;BARCELONA 3-C
78189;F08018424;MESIA BARROSO, JAVIER;BARCELONA;VALENCIA;08025;CARRER;614 BIS;932456322;BARCELONA 10-E
78190;F08018431;PUIGCARBO RAFEL, ANNA;SANTA COLOMA DE GRAMENET;IRLANDA;08922;CARRER;104;933869884;SANTA COLOMA DE GRAMENET 1
78191;F08018449;VIANYA CARDONA, CRISTINA;EL MASNOU;KENNEDY;08320;CARRER;5;935553308;OCATA-TEIA
78192;F08018456;ARROYO FERNANDEZ, EMPAR;SANT VICENÇ DELS HORTS;CORUÑA;08620;CARRER;46;936561154;SANT VICENÇ DELS HORTS-2
78193;F08018463;MASSAGUE VENDRELL,MA. TERESA;BARCELONA;GONZALEZ TABLAS;08034;CARRER;5;932039599;BARCELONA 4-C
78194;F08018470;MOLINA ROMERO, JOSEFA;BARCELONA;MARESMA;08020;CARRER;218;933132027;BARCELONA 10-J
78195;F08018488;SEGARRA GURRIA, MARIA PILAR;BARCELONA;GRAN VIA CORTS CATALANES;08018;CARRER;839;933008515;BARCELONA 10-G
78196;F08018495;ARRANZ BAYOD, PILAR /SALLES ARRANZ, M.CARMEN;BARCELONA;CONCILI DE TRENT;08018;CARRER;7;933076700;BARCELONA 10-G
78197;F08018505;MORALES ESPINA,M.CARME/MERCE;HOSPITALET DE LLOBREGAT L';PEDRAFORCA;08905;CARRER;112-114;932408102;HOSPITALET DE LLOBREGAT 8
78198;F08018512;RASTROLLO CASTRO, M. LLUISA;BARCELONA;TORROELLA DE MONTGRI;08027;CARRER;23;933119151;BARCELONA 9-A
78199;F08018520;MACIAN PRADAS, MONTSERRAT;VILADECANS;ARQUEBISBE MODREGO;08840;PLAÇA;11-12;936581685;VILADECANS 1
78200;F08018537;PADROS MATARRODONA, NURIA;BARCELONA;LOPE DE VEGA;08005;CARRER;123;933071583;BARCELONA 10-C
78201;F08018544;SINGLA VILANOVA, M.ROSA;IGUALADA;PUJADES (LOC-2);08700;CARRER;47;938033874;IGUALADA-1
78202;F08018551;ROTLLAN PARE, MARGARIDA;VILADECANS;PRAT DE LA RIBA;08840;CARRER;66;936581184;VILADECANS 2
78203;F08018569;LIARTE CHICO, VANESSA/ROIG ESCOBAR, BERTA;BARCELONA;ALBERT LLANAS (BLOC-1);08024;CARRER;28;932195289;BARCELONA 7-B
78204;F08018576;RODRIGUEZ FATOU, FERMIN;PREMIA DE DALT;TARRAGONA;08338;AVINGUDA;10 BIS;937510119;PREMIA DE MAR
78205;F08018583;CLAPES RODRIGUEZ, JORDI;SANT JOAN DESPI;JOAN MARAGALL;08970;CARRER;14;933733694;SANT JOAN DESPI 2
78206;F08018590;BUDALLES DIEZ, JOSEP/BUDALLES SALA, INMACULADA;BADIA DEL VALLES;BURGOS;08214;AVINGUDA;42;937180517;CIUTAT BADIA
78207;F08018600;GARCIA MOROS, M.PILAR;BARCELONA;LLULL;08005;CARRER;229;933091529;BARCELONA 10-B
78208;F08018618;TORRES PUENTE,ZWENTIBOLD/MANERA BELTRAN,SONIA;BARCELONA;NAPOLS;08013;CARRER;235;932071974;BARCELONA 2-J
78209;F08018625;COLL CASULLERAS, CLARA;MONTMELO;DIPUTACIO;08160;CARRER;17;935681718;MONTORNES/MONTMELO
78210;F08018632;FAUS RIERA, NURIA;BARCELONA;LIMA;08030;CARRER;16;933450662;BARCELONA 9-E
78211;F08018640;ARROYO GARCIA, GABRIEL;SITGES;PORT ALEGRE;08870;CARRER;57;938949496;SITGES
78212;F08018657;CONDOM BARDOLET, NURIA;BARCELONA;GRAN DE SANT ANDREU;08030;CARRER;505;933458544;BARCELONA 9-I
78213;F08018664;ORENGA CASTELLS, M EUGENIA;SANT CUGAT DEL VALLES;DEL CELLER;08172;RAMBLA;97;936747749;SANT CUGAT DEL VALLES-1
78214;F08018689;ALCANTARA FELIPE,ANA ISABEL/LERA DE LEON,PEDRO LUIS;SANTA COLOMA DE GRAMENET;MAS MARI;08923;CARRER;56;933922952;SANTA COLOMA DE GRAMENET 5
78215;F08018696;ANARTE SALVADOR, MA. DEL PRADO;TERRASSA;FRANÇA (CAN PARELLADA);08228;CARRER;20;937851181;TERRASSA-C
78216;F08018706;GABARRO BALLESTEROS, ROSA M.;SANT BOI DE LLOBREGAT;RUBIO I ORS;08830;CARRER;50;936616343;SANT BOI DE LLOBREGAT 1
78217;F08018713;TEIXIDO GONZALEZ/GONZALEZ ROGER;BARCELONA;LLULL;08005;CARRER;269;933087204;BARCELONA 10-B
78218;F08018720;SUBIAS SOLANAS, LAURA;BARCELONA;WELLINGTON (LOC-DRE);08018;CARRER;27;933001427;BARCELONA 10-A
78219;F08018738;BAINAD CABALLE, JACINT;BARCELONA;ALI BEY;08013;CARRER;38;932314256;BARCELONA 2-H
78220;F08018745;FERRER SAN JOSE, CARLES;SABADELL;REIS CATOLICS;08204;AVINGUDA;39;937104336;SABADELL 6
78221;F08018752;FONOLLA CUIXART, PERE JOSEP;SANT LLORENÇ D'HORTONS;CATALUNYA;08791;CARRER;S/N;937716080;MARTORELL RURAL
78222;F08018760;SANTOS DEL RIO, M.CONCEPCIO;HOSPITALET DE LLOBREGAT L';JOVENTUT;08904;CARRER;85;934409806;HOSPITALET DE LLOBREGAT 4
