Id;Codifarm;Nom;Municipi;Adreça;CP;Tipusdevia;Numerovia;Telefon;Nomabs
77860;F08014973;MIR RICOS. SERGIO;SANTA COLOMA DE GRAMENET;IRLANDA;08922;CARRER;53;934662966;SANTA COLOMA DE GRAMENET 1
77861;F08014980;TORRELL CORTADA,LOURDES/BEA GIRONS,LLUIS;BARCELONA;DIAGONAL;08028;AVINGUDA;635;933308723;BARCELONA 4-C
77862;F08014998;HIDALGO DEL BARRIO, ANA MARIA;CERDANYOLA DEL VALLES;CERDANYOLA;08290;RONDA;1;936922368;CERDANYOLA VALLES 2
77863;F08015007;BADIA DEL ROMERO,JOAN CARLES;VILADECANS;PERE SALA;08840;CARRER;60;936582642;VILADECANS 2
77864;F08015014;NOGUERAS BRUNET, ANTONI;MANRESA;MOSSEN JACINT VERDAGUER;08241;CARRER;38;938733447;MANRESA 3
77865;F08015021;FAIG SOLER, MARGARITA;CORNELLA DE LLOBREGAT;RAMONEDA;08940;CARRER;99;933763365;CORNELLA DE LLOBREGAT 4
77866;F08015039;MARCET FERNANDEZ, IGNASI;BARCELONA;MERIDIANA;08030;AVINGUDA;422;933110201;BARCELONA 9-I
77867;F08015046;MASVIDAL ROQUET-JALMAR, XAVIER;BARCELONA;JOAN CASES;08013;PASSATGE;1;932456531;BARCELONA 2-I
77868;F08015053;BUSQUET MASIP, TOMAS/BUSQUET AGUILO, XAVIER;BARCELONA;MERIDIANA;08030;AVINGUDA;450;933112053;BARCELONA 9-H
77869;F08015060;DE BOLOS GIRALT, MARTA;HOSPITALET DE LLOBREGAT L';INDUSTRIAL (LOCALS 1 i 2);08907;TRAVESSIA;90-92;933355891;HOSPITALET DE LLOBREGAT 12
77870;F08015078;BERTRAN FITA, ISABEL;ARENYS DE MAR;PARE FITA;08350;RAMBLA;75;937921446;ARENYS DE MAR
77871;F08015085;MENDEZ GARCIA, OTILIA;BARCELONA;SEGRE;08030;CARRER;19;933454741;BARCELONA 9-H
77872;F08015092;PASCUAL VIDAL, JOSEP/PASCUAL ALBAREDA, ALBERT;SANT PERE DE RIBES;CATALUNYA (ROQUETES);08810;AVINGUDA;10;938932487;ROQUETES-CANYELLES
77873;F08015102;FORCADA LLAMUSI, MARIA NEUS;BARCELONA;ANDALUSIA;08014;PASSATGE;14;933325745;BARCELONA 3-D
77874;F08015110;HERNANDEZ CIVIT, M ASSUMPCIO;TORRELLES DE LLOBREGAT;MAJOR;08629;CARRER;14;936560414;SANT VICENÇ DELS HORTS-1
77875;F08015127;CERVERA BECH, ISABEL;BARCELONA;URGELL;08036;CARRER;241;933214338;BARCELONA 2-C
77876;F08015134;GOMEZ ORTIZ, SANTIAGO;SANTA COLOMA DE GRAMENET;RELLOTGE;08923;CARRER;60;933921202;SANTA COLOMA DE GRAMENET 6
77877;F08015141;RIERA RIVIERE,ISABEL/MONICA;SANT CUGAT DEL VALLES;DR MURILLO;08172;CARRER;1;936740430;SANT CUGAT DEL VALLES-1
77878;F08015159;MOCELLIN, MARCO;BARCELONA;SEGRE;08030;CARRER;100;932742309;BARCELONA 9-H
77879;F08015173;MAYOR MARTINEZ, MONICA;MANRESA;CARRASCO I FORMIGUERA;08242;CARRER;25;938730154;MANRESA 2
77880;F08015180;GRANES-CAMARENA ESTRUCH, LAURA;MOLLET DEL VALLES;MIGUEL DE CERVANTES;08100;CARRER;29;;MOLLET DEL VALLES-2 OEST
77881;F08015198;PUJADAS COSCOLLA, FERRAN;BARCELONA;DIAGONAL;08019;AVINGUDA;32;933070029;BARCELONA 10-C
77882;F08015208;GARCIA BROSA, CLARA;BARCELONA;ESCOLES PIES;08017;CARRER;23;932016712;BARCELONA 5-C
77883;F08015215;GENTO SENALLE, MARTA;BARCELONA;VIA AUGUSTA;08006;CARRER;49-51;932184819;BARCELONA 5-A
77884;F08015222;CABALLERO CABALLERO, ANTONIA;SANT BOI DE LLOBREGAT;CAMPS BLANCS;08830;CARRER;17-19;936401684;SANT BOI DE LLOBREGAT 3
77885;F08015230;PUJOL TRUÑO,J/PUJOL ITURRALDE,B/PUJOL ITURRALDE,M;BADALONA;LEPANT;08914;CARRER;8;933883495;BADALONA 9
77886;F08015247;SAN MARTIN PELAEZ, MARIA MONTSERRAT;BARCELONA;BRUSEL.LES;08026;CARRER;43;932350807;BARCELONA 7-A
77887;F08015254;SOLER SEGON, CONCEPCION;HOSPITALET DE LLOBREGAT L';PRAT;08907;CARRER;1;933351441;HOSPITALET DE LLOBREGAT 12
77888;F08015261;PARAROLS VALLDAURA, CRISTINA;BARCELONA;COLL DEL PORTELL;08024;AVINGUDA;55;932146900;BARCELONA 6-D
77889;F08015279;FERICHE NEDDERMANN, CARLOS JOSE;BARCELONA;MARE DE DEU DE LOURDES;08033;CARRER;57;933456520;BARCELONA 9-F
77890;F08015286;MILA PRÜNTE, EVA;EL PRAT DE LLOBREGAT;VERGE DE MONTSERRAT(LLETRA E);08820;AVINGUDA;45;933791230;PRAT DE LLOBREGAT 1
77891;F08015293;PARES BURSOSA, M.ROSER;BARCELONA;BEAT ALMATO;08023;CARRER;20;932143080;BARCELONA 6-D
77892;F08015303;BELTRAN COSTA, NURIA;CORNELLA DE LLOBREGAT;DEL PARC;08940;AVINGUDA;27;933774344;CORNELLA DE LLOBREGAT 3
77893;F08015310;VIVES SOLER, MARIA TERESA;VILANOVA I LA GELTRU;PENEDES;08800;AVINGUDA;22;938932247;VILANOVA I LA GELTRU-3
77894;F08015328;CORONA POL,ROSA/SUBIRANA CORONA,CARME;MATARO;RAMON BERENGUER III;08303;PASSEIG;75;937579093;MATARO 6
77895;F08015335;TERRICABRAS FELIUS, BERTA/VILELLA TERRICABRAS, ELENA;VIC;DOCTOR CANDID BAYES;08500;CARRER;60;938850283;VIC - 2
77896;F08015342;MIER MARTI, DAVID/CARRASCAL RIERA, GEMMA;BARCELONA;BOADA;08016;CARRER;26;933592642;BARCELONA 8-E
77897;F08015350;FALGUERAS CASADEMUNT/ESPINA ORDEIX;MANLLEU;ROMA;08560;AVINGUDA;200;938511282;MANLLEU
77898;F08015367;PALACIOS ALCOVERRO, JOAQUIM;SANTA COLOMA DE GRAMENET;FLORENCIA;08922;CARRER;45;934681152;SANTA COLOMA DE GRAMENET 2
77899;F08015374;PEREZ RIERA, M.TERESA;POLINYA;CADI;08213;CARRER;6;937253916;POLINYA-SENTMENAT
77900;F08015381;MIR SOLER, JOAQUIM;PINEDA DE MAR;HISPANITAT;08397;AVINGUDA;27;937691894;PINEDA DE MAR
77901;F08015399;BENITO SOLANES, JOSEP M;BARCELONA;PUIGCERDA;08020;CARRER;292;933131428;BARCELONA 10-H
77902;F08015409;RUIZ RODRIGUEZ M.ISABEL;RUBI;SABADELL;08191;CARRETERA;95;936995012;RUBI 1
77903;F08015416;PEREZ URPINA, M.DOLORS;SANT BOI DE LLOBREGAT;ANTONI GAUDI;08830;CARRER;61;936401937;SANT BOI DE LLOBREGAT 1
77904;F08015423;HERREROS HERRERA, M.CRISTINA;SANT VICENÇ DELS HORTS;MOSSEN JACINT VERDAGUER;08620;CARRER;232;936562007;SANT VICENÇ DELS HORTS-1
77905;F08015448;MIRALLES VIA, MONTSERRAT;MARTORELL;GERMANS MARTI;08760;AVINGUDA;25;937751579;MARTORELL
77906;F08015455;ARANALDE FORTO, MONTSERRAT;SANT JOAN DE VILATORRADA;MANRESA;08250;CARRER;37;938727114;SANT JOAN DE VILATORRADA*
77907;F08015462;SAÑES BALCELLS, M.CARME/PEREZ SAÑES,MIRIAM;MATARO;CREU ROJA;08304;CARRER;3;937989706;MATARO 4
77908;F08015470;IGLESIAS BERGADA, MERCE;BARCELONA;SANT ANTONI MARIA CLARET;08026;AVINGUDA;277;933519753;BARCELONA 9-C
77909;F08015487;NEBOT CASTELLS, MARIA CARME;BADALONA;DOCTOR BASSOLS;08913;CARRER;125;933872537;BADALONA 7-A (ST.JOAN LLEFIA)
77910;F08015494;CASAS SANCHEZ, JORGE;EL PRAT DE LLOBREGAT;CATALUNYA;08820;CARRER;50;934787311;PRAT DE LLOBREGAT 2
77911;F08015504;TOMAS JUSTRIBO, MARTA;ESPLUGUES DE LLOBREGAT;PAU;08950;CARRER;1;933712489;ESPLUGUES DE LLOBREGAT 1
77912;F08015511;RODRIGUEZ ALBACETE/RUIZ FERNANDEZ;BARCELONA;CIUTAT D'ELX;08027;CARRER;11;932515297;BARCELONA 9-A
77913;F08015529;CHERTA CHALMETA, SILVIA/CHALMETA ALONSO, ESPERANZA;CASTELLDEFELS;ARCADI BALAGUER;08860;CARRER;67;936650894;CASTELLDEFELS-1
77914;F08015536;FONTCUBERTA TREPAT, MARTA;MONTORNES DEL VALLES;ONZE DE SETEMBRE;08170;AVINGUDA;7;935681748;MONTORNES/MONTMELO
77915;F08015543;NAJAR MARTON, JOAN;BARCELONA;ALT DE PEDRELL;08032;CARRER;58;932202001;BARCELONA 7-D
77916;F08015550;BOIX MARTINEZ, MARIA;BADALONA;CATALUNYA;08917;AVINGUDA;60-62;933881841;BADALONA 8
77917;F08015568;ROCA MIR/CRESPO ROCA;VILASSAR DE MAR;MONTEVIDEO;08340;AVINGUDA;154-156;937593993;VILASSAR DE MAR
77918;F08015575;CASTILLO SANCHEZ, ESTHER;CORNELLA DE LLOBREGAT;FELIU I CODINA;08940;CARRER;26;933767102;CORNELLA DE LLOBREGAT 4
77919;F08015582;CABRE ALCOVERRO, GLORIA;BARCELONA;ANDRADE;08020;CARRER;224;933138909;BARCELONA 10-J
77920;F08015590;PALAU-RIBES /ADSARA;BADALONA;MARQUES DE SANT MORI;08913;AVINGUDA;127;933878348;BADALONA 6
77921;F08015600;TERRE HERNANDEZ, IMMACULADA;BARCELONA;CAMIL I FABRA;08030;CARRER;5;933469906;BARCELONA 9-H
77922;F08015617;BRASO SERRA, JOAN;BARCELONA;ARTESANIA;08042;CARRER;102;933500144;BARCELONA 8-E
77923;F08015624;SUGRAÑES BALLBE, JUDIT;TERRASSA;MARTORELL;08224;CARRETERA;102;937883564;TERRASSA-D
77924;F08015631;HERNANDEZ FERNANDEZ, BLASA JOSE;HOSPITALET DE LLOBREGAT L';FONT;08905;CARRER;18;933333038;HOSPITALET DE LLOBREGAT 7
77925;F08015649;ESPUÑES VENDRELL, MIGUEL/GONZALEZ BARBOSA, MARIA ANTONIA;BARCELONA;PORRERA;08031;CARRER;21;934273221;BARCELONA 7-F
77926;F08015656;MONTAÑES ALTURA, JOAN;SANT JOAN DESPI;JOHN F. KENNEDY;08970;CARRER;1;933733002;SANT JOAN DESPI 2
77927;F08015663;FRISCH FEIGL, MARGARIDA;BARCELONA;CARDENAL REIG;08028;CARRER;22;932491144;BARCELONA 4-C
77928;F08015670;DOMENECH SAGUE, ISABEL;SABADELL;LLIVIA;08207;PLAÇA;1;937166781;SABADELL 3-B
77929;F08015688;PEÑA HAITZ, ISABEL;BADALONA;MARQUES DE MONTROIG;08913;AVINGUDA;207;934600624;BADALONA 5
77930;F08015695;CANICIO BARDOLET, JUDITH;TORELLO;CANIGO;08570;CARRER;72;938591024;VALL DEL GES, LA*
77931;F08015705;FABREGAT HUESA, ANGELA;SANT ADRIA DE BESOS;PI I GIBERT (TDA-ESQ);08930;CARRER;66;933811013;SANT ADRIA BESOS 1
77932;F08015712;GUARDIA PASCUAL, DIDAC;BARCELONA;ESTADELLA (TDA-1);08030;CARRER;27;933130337;BARCELONA 9-E
77933;F08015720;LLOBERAS ALSINA, ANNA;BARCELONA;HONDURES;08027;CARRER;63;933499070;BARCELONA 9-A
77934;F08015737;MALASPINA CASULLERAS, ANNA;BARCELONA;ROGER DE FLOR;08018;CARRER;9 BIS;933099270;BARCELONA 1-B
77935;F08015744;ROVIRA LAGÜERA, CELIA;CERDANYOLA DEL VALLES;CORDELLES;08290;PASSEIG;64;936922367;CERDANYOLA VALLES 1
77936;F08015751;SIMON MIRALLES, IMMACULADA;MATARO;JAUME RECODER;08301;AVINGUDA;62-64;937984300;MATARO 1
77937;F08015769;BOFARULL VILASECA, ANNA M.;BADALONA;SICILIA;08914;CARRER;96;933993452;BADALONA 9
77938;F08015776;GAYA MONTSERRAT, MERCE;BARCELONA;GANDUXER (TDA-3);08021;CARRER;5;932097050;BARCELONA 5-C
77939;F08015783;VALLS RELATS, GEMMA;BARCELONA;DEL PRAT;08038;CARRETERA;30 BIS;933015797;BARCELONA 3-H
77940;F08015790;RIGAU LLOVERAS, NURIA;BARCELONA;BINEFAR;08020;CARRER;6;933141758;BARCELONA 10-I
77941;F08015800;MATA VENTURA, M. VICTORIA;BARCELONA;SANT ISCLE;08031;CARRER;21;934297017;BARCELONA 8-J
77942;F08015818;BOIX MARTINEZ, DOMINGO/MONTES JARONES, JOSE M.;SANTA COLOMA DE GRAMENET;CARALT;08924;PASSATGE;22;933915601;SANTA COLOMA DE GRAMENET 3
77943;F08015825;VILLANUEVA PUIG, M.PILAR;BARCELONA;SAGRAT COR;08034;CARRER;8;932033412;BARCELONA 5-D
77944;F08015832;CORRAL BOSCH, M. IMMACULADA/CASTRESANA HERNANDEZ, RAQUEL;BARCELONA;MINA DE LA CIUTAT;08042;CARRER;91;933544029;BARCELONA 8-G
77945;F08015840;CUARTERO CUARTERO, FERRAN;CORNELLA DE LLOBREGAT;BONESTAR;08940;CARRER;7;933752551;CORNELLA DE LLOBREGAT 3
77946;F08015857;GALI MANSANET, CARLES;CORNELLA DE LLOBREGAT;SEGARRA;08940;CARRER;2;933763473;CORNELLA DE LLOBREGAT 2
77947;F08015864;VIVAS BALLABRIGA, JOAN;CALELLA;JOVARA;08370;CARRER;11;937691046;CALELLA
77948;F08015871;PEREZ-BONFILS LLAURADO, CLARA;BARCELONA;PUIG I VALLS;08028;CARRER;29;933332578;BARCELONA 3-I
77949;F08015889;BUSQUETS RECASENS, M.TERESA;BARCELONA;DIAGONAL;08019;AVINGUDA;68;933075024;BARCELONA 10-C
77950;F08015896;VILAPLANA BATALLA, MONTSERRAT;BARCELONA;ROCAFORT;08015;CARRER;49;933259466;BARCELONA 2-A
77951;F08015906;GARCIA COMA, XAVIER;BARCELONA;BAC DE RODA;08018;CARRER;168;933088362;BARCELONA 10-C
77952;F08015913;BUIL ALCARAZ, ALFREDO JOSE;BARCELONA;VILAMARI;08015;CARRER;106;933257980;BARCELONA 2-B
77953;F08015920;PARDO GARCIA, TINO;BARCELONA;BERRUGUETE;08035;CARRER;56;933574348;BARCELONA 7-E
77954;F08015945;ROBERT ESTERLICH,EULALIA/ESTELRICH FERRA,EULALIA;BARCELONA;MINERIA;08038;CARRER;12;933322648;BARCELONA 3-H
77955;F08015952;LEON ZAMORANO, JORGE/LEON ZAMORANO, MAYTE;BARCELONA;POBLA DE LILLET;08028;CARRER;20;933390446;BARCELONA 4-B
77956;F08015960;CARBO PALLARES,JULI-FRANCESC;BARCELONA;ARENYS;08035;CARRER;25;932124446;BARCELONA 7-E
77957;F08015977;PUERTO VERA, EVA;VILAFRANCA DEL PENEDES;AMALIA SOLER;08720;CARRER;126-130;938903026;VILAFRANCA DEL PENEDES 1
77958;F08015984;ROSET ESTIVILL, ANTONI;CASSERRES;BISBE COMELLAS;08693;CARRER;63;938234132;BAIX BERGUEDA
77959;F08015991;MARTINEZ CORBACHO, PABLO;CASTELLDEFELS;VIRIATO;08860;CARRER;2;936651138;CASTELLDEFELS-1
77960;F08016000;ALVAREZ PEREIRO, EDUARD J.;SABADELL;PASTERAL;08202;CARRER;9;937252989;SABADELL 7
77961;F08016018;CAPDEVILA BASSOLS, ANNA MA.;SABADELL;SOL I PADRIS;08203;CARRER;114;937122574;SABADELL 1-B
77962;F08016025;XALABARDER SAGALES, ELISABET;FRANQUESES DEL VALLES LES;ESPANYA;08520;PLAÇA;19;933505349;GRANOLLERS 2-NORD
77963;F08016032;VALSECCHI COMA, GLORIA;BARCELONA;GARROFERS;08016;CARRER;52;933773853;BARCELONA 8-D
77964;F08016040;MARTIN SANCHEZ, FERNANDO;CORNELLA DE LLOBREGAT;MENENDEZ PELAYO;08940;CARRER;6;932183449;CORNELLA DE LLOBREGAT 1
77965;F08016057;VECIANA BORRAS, M.CONCEPCIO;BARCELONA;D'EN VIDALET;08012;TORRENT;35;932461357;BARCELONA 6-B
77966;F08016064;MASAGUE RAMONELL, ANNA;BARCELONA;ROGER DE FLOR;08013;CARRER;87;933716877;BARCELONA 2-H
77967;F08016071;SANCHEZ PEÑA, LUIS;ESPLUGUES DE LLOBREGAT;VERGE DE LA MERCE;08950;CARRER;42;936660472;ESPLUGUES DE LLOBREGAT 1
77968;F08016096;SANTOS GARCIA, JOSE ANTONIO;SANT FELIU DE LLOBREGAT;SANSON (EDIF.LONDRES);08980;CARRETERA;48;936660472;SANT FELIU DE LLOBREGAT 2
77969;F08016106;MARTI MAS, CARME;HOSPITALET DE LLOBREGAT L';JOSEP TARRADELLAS;08901;CARRER;107;933760138;HOSPITALET DE LLOBREGAT 2
77970;F08016113;CARRERAS BARROBES, M.CARME/QUINTILLA PATIÑO, ANNA;CORNELLA DE LLOBREGAT;SANT JOAN DESPI;08940;CARRETERA;84;933760138;CORNELLA DE LLOBREGAT 1
77971;F08016120;FIOL BELART, JOSEP;BARCELONA;NUMANCIA;08029;CARRER;84;933219442;BARCELONA 4-A
77972;F08016138;DE LEON GONZALEZ, ANA MARIA;BARCELONA;LLANÇA;08015;CARRER;35;934237347;BARCELONA 2-B
77973;F08016145;SORIANO SANTIGOSA, NURIA;SANTA COLOMA DE GRAMENET;FRANCESC MACIA;08921;AVINGUDA;29;933865968;SANTA COLOMA DE GRAMENET 4
77974;F08016152;ALDEA FUENTES, MA.ELENA;BARCELONA;GRAN VIA DE LES CORTS CATALANES;08020;CARRER;1179-1181;933141043;BARCELONA 10-I
77975;F08016160;TARRES TORRAS, ANTONI;HOSPITALET DE LLOBREGAT L';EUROPA (POLIG.BELLVITGE);08907;CARRER;129;933353344;HOSPITALET DE LLOBREGAT 12
77976;F08016177;SALAYET POMPIDO,NURIA;SANTA EULALIA DE RONÇANA;"BARCELONA (EDIFICI""LA SALA"")";08187;CARRETERA;;938448980;VALL DEL TENES
77977;F08016184;IZA MARCO, ANA;BARCELONA;LES TORRES;08033;CARRER;58;933504983;BARCELONA 8-G
77978;F08016191;SALGADO BLANCO, JOAN J.;SANT ADRIA DE BESOS;DE LA  PLATJA;08930;AVINGUDA;82;933810280;SANT ADRIA BESOS 1
77979;F08016201;UBEDA GALINDO, MIQUEL ISIDRE;HOSPITALET DE LLOBREGAT L';DE L'ELECTRICITAT;08906;AVINGUDA;8;932491732;HOSPITALET DE LLOBREGAT 9-PUBILLA CASES
77980;F08016219;TORRUELLA CASELLAS, ENRIC;MALGRAT DE MAR;GIRONA;08380;CARRER;32;937610987;MALGRAT DE MAR
77981;F08016226;PAREJA COZCOLLUELA, JOSEP MANEL;SABADELL;ZAMENHOFF;08201;RONDA;145;937265628;SABADELL 1-A
77982;F08016233;PERELLO POL, M.ROSA;BARBERA DEL VALLES;ANSELM CLAVE;08210;CARRER;8;937183350;BARBERA DEL VALLES
77983;F08016240;SALVADOR TRILLA, MARTA;SABADELL;TACIT;08206;CARRER;1;937161120;SABADELL 4-B
77984;F08016258;SANJUAN PIÑOL, ROSER;SANT BOI DE LLOBREGAT;PRIMER DE MAIG;08830;CARRER;36;936612836;SANT BOI DE LLOBREGAT 2
77985;F08016265;CALSINA VALLES, PAU;RUBI;NOSTRA SENYORA DE LOURDES;08191;CARRER;35;936992281;RUBI 1
77986;F08016272;AUGE LIDON, MA ASSUMPCIO;BARCELONA;GRAN VIA CARLES III;08028;CARRER;58-60;934091111;BARCELONA 4-B
77987;F08016280;LOPEZ CLAVERIA,M.CONCEPCIO/SERRA LOPEZ,MIREIA/SERRA LOPEZ ELENA MARIA;TERRASSA;DE RELLINARS;08225;CARRETERA;298-300;937884134;TERRASSA-E
77988;F08016297;NAVARRO SALA, TERESA;ODENA;MAJOR;08711;PLAÇA;3;938033246;ANOIA-RURAL*
77989;F08016307;RINCON PIE, ANNA;RIPOLLET;MAGALLANES;08291;CARRER;4;936920086;RIPOLLET-2
77990;F08016314;FONT SANAHUJA, CONCEPCIO/PUIGGROS FONT,ANNA;VALLBONA D'ANOIA;MAJOR;08785;CARRER;84;937718104;CAPELLADES
77991;F08016321;ROSSELLO BUSQUET, ANA;BARCELONA;SANT JOSEP DE LA MUNTANYA;08024;AVINGUDA;6;932846017;BARCELONA 6-E
77992;F08016339;SALOM COLL, JAUME;SANT JUST DESVERN;TUDONA;08960;CARRER;3;933714383;SANT JUST DESVERN
77993;F08016346;BAÑERES MERINERO, CAROLINA MARIA;BARCELONA;IDUMEA;08035;CARRER;14;932115082;BARCELONA 7-E
77994;F08016353;SUAREZ SANZ, SUSANA;BARCELONA;CARTELLA;08031;CARRER;192;933570346;BARCELONA 7-F
77995;F08016360;ESPLUGAS GRAU, MARIA JOSEP;LLIÇA DE VALL;DE LA VILA;08185;PLAÇA;15;938439121;VALL DEL TENES
77996;F08016378;BANSELL BIGAS, XAVIER;L'ESQUIROL;MAJOR;08511;CARRER;71-73;938568057;RODA DE TER
77997;F08016385;CALDUCH BARNEDA, JOAQUIM;BARCELONA;JOAN TORRES;08030;CARRER;21-23;933111207;BARCELONA 9-I
77998;F08016392;ANDRES CARBO, NURIA;CORNELLA DE LLOBREGAT;DOCTOR FERRAN;08940;CARRER;40;934715130;CORNELLA DE LLOBREGAT 4
77999;F08016410;PALOMO PEIRO, CARME;BARCELONA;ARTESANIA;08033;CARRER;148;;BARCELONA 8-G
78000;F08016427;TORRENTS GRAU, GLORIA;BARCELONA;ROGER DE FLOR;08013;CARRER;166;932461228;BARCELONA 2-J
78001;F08016434;VELA RUIZ, M. JESUS;SANTA COLOMA DE GRAMENET;CATALUNYA;08924;AVINGUDA;33;933918902;SANTA COLOMA DE GRAMENET 3
78002;F08016441;TOTOSAUS ARRIBAS, M.DEL PILAR;HOSPITALET DE LLOBREGAT L';ALEGRIA;08905;CARRER;50;932494636;HOSPITALET DE LLOBREGAT 8
78003;F08016459;BUENO PAU, MARTA;TERRASSA;ALEXANDRE GALI (LOCAL 6);08223;CARRER;34;937885036;TERRASSA-E
78004;F08016466;GARRIDO RODRIGUEZ/GARRIDO RODRIGUEZ;BARCELONA;ROSSELLO;08003;CARRER;462;933197851;BARCELONA 2-K
78005;F08016473;MORATALLA NOHALES, YOLANDA;BARCELONA;QUEIXANS;08032;CARRER;4;931572459;BARCELONA 7-C
78006;F08016480;MARCE DEL CANTO, M.BEGOÑA;SANT ESTEVE SESROVIRES;SERAFI JULIA;08635;CARRER;36;937714152;MARTORELL RURAL
78007;F08016498;MOLINS ROCA, FRANCESC;HOSPITALET DE LLOBREGAT L';SEVERO OCHOA;08906;AVINGUDA;99;934378611;HOSPITALET DE LLOBREGAT 9-PUBILLA CASES
78008;F08016508;AMADO RUIZ, JUAN LUIS;BARCELONA;MONTSERRAT DE CASANOVAS;08032;CARRER;14;933573046;BARCELONA 7-D
78009;F08016515;SORO MAS, MA. TERESA;BARCELONA;MONTJUIC;08004;PASSEIG;36;933295499;BARCELONA 3-A
78010;F08016522;GUILLEN RELAT, JAUME;SANTA PERPETUA DE MOGODA;BARCELONA;08130;AVINGUDA;2;935601860;SANTA PERPETUA DE LA MOGODA
78011;F08016530;SANCHEZ DARDIÑA, ANNA MARIA;CORNELLA DE LLOBREGAT;BENESTAR;08940;CARRER;39;933756551;CORNELLA DE LLOBREGAT 3
78012;F08016547;AGUAR TORAN, MARIANO;BARCELONA;HARMONIA;08035;CARRER;31;934282111;BARCELONA 7-E
78013;F08016554;HERNANDEZ CALVET, JORDI;SANT ANDREU DE LA BARCA;VALLPALAU;08740;CARRER;5;936530264;SANT ANDREU DE LA BARCA
78014;F08016561;VILELA RODRIGUEZ, DELFINA;SANT SADURNI D'ANOIA;TARRAGONA;08770;CARRER;34;938910040;SANT SADURNI D'ANOIA
78015;F08016579;FALCO PLANAS, EVA;BARCELONA;ALBAREDA;08004;CARRER;6-8;933290864;BARCELONA 3-A
78016;F08016586;BRAVO SAMANIEGO, MARIA;BARCELONA;ESTERAS;08028;CARRER;28;934225794;BARCELONA 3-I
78017;F08016593;SYKULER, MARCELO;BARCELONA;ARTESANIA;08031;CARRER;70;933596272;BARCELONA 8-E
78018;F08016603;GRAS BALAGUER, M MONICA;BARCELONA;VIOLANT D'HONGRIA;08028;CARRER;60;933391076;BARCELONA 3-G
78019;F08016610;MARTINEZ FOLCH, GONZALO;BARCELONA;TISSO;08016;CARRER;4;933544103;BARCELONA 8-I
78020;F08016628;LOPEZ PAZ, SYLVIA CRISTINA;GAVA;ERAMPRUNYA;08850;AVINGUDA;17;936621799;GAVA 1
78021;F08016635;VENTURA CARLES, JOAN PERE;MATARO;SET PARTIDES;08304;CARRER;79;937905418;MATARO 3
78022;F08016642;NOGUERIA CAMPOS, M. ELENA;SANTA COLOMA DE GRAMENET;GENERALITAT;08923;AVINGUDA;226;933864047;SANTA COLOMA DE GRAMENET 5
78023;F08016650;BERGA VILLANUEVA, ENCARNACIO;BARCELONA;GAIA;08038;CARRER;2;933325141;BARCELONA 3-H
78024;F08016667;SAN SEGUNDO BLAZQUEZ, SERGIO;BARCELONA;MERCABARNA (TDA-2 SEC-C);08004;CARRER;S/N;933253847;BARCELONA 3-C
78025;F08016674;BADIA SALA,M. ASSUMPCIÓ / VILA BADIA,TERESA;NAVAS;BERGA;08670;CARRETERA;24;938390343;NAVAS/BALSARENY*
78026;F08016681;BUGIE GORRIZ, FELICITAT;SANT VICENÇ DELS HORTS;MESTRE PEREZ MOYA;08620;CARRER;2-6;936562302;SANT VICENÇ DELS HORTS-2
78027;F08016709;SOLER CUYAS, GUILLERMO;BARCELONA;SANT ANTONI MARIA CLARET;08025;AVINGUDA;57;932071848;BARCELONA 6-A
78028;F08016716;RENEDO PALOMERO, SILVIA;BARCELONA;PABLO IGLESIAS (AB.VALLDAURA);08031;CARRER;112;933590037;BARCELONA 8-I
78029;F08016723;MEZQUITA PIPIO, VICENÇ;BARCELONA;SANTANDER;08020;CARRER;28;933141017;BARCELONA 10-I
78030;F08016730;FABIAN GARCIA, MARIA MERCEDES;SANT BOI DE LLOBREGAT;SANT RAMON;08830;RONDA;57;936615976;SANT BOI DE LLOBREGAT 1
78031;F08016748;MERINERO CABESTANY, P.CAROLINA;RIPOLLET;BARCELONA;08291;CARRETERA;130;936920021;CERDANYOLA-RIPOLLET
78032;F08016755;CAMPOS GARCIA, TERESA;BARCELONA;NUMANCIA;08034;CARRER;185;932802570;BARCELONA 4-B
78033;F08016762;PLANELLAS COMAS, M.ISABEL;EL PRAT DE LLOBREGAT;RIU EBRE (LOCAL 4);08820;CARRER;19;933793945;PRAT DE LLOBREGAT 3
78034;F08016770;VILASECA GIL, OLGA;MOLLET DEL VALLES;JAUME I;08100;AVINGUDA;87;935933249;MOLLET DEL VALLES-2 OEST
78035;F08016787;CALDUCH PORTA, JOAN;SANT FELIU DE LLOBREGAT;JAUME RIBAS;08980;CARRER;21;936327102;SANT FELIU DE LLOBREGAT 1
78036;F08016794;CARRE SANCHEZ-ALBORNOZ, M. CONCEPCIO;BARCELONA;LEIVA;08014;CARRER;3;934216319;BARCELONA 3-D
78037;F08016804;MAJORAL MUSTAROS, ASUNCION;MATARO;IRLANDA;08303;CARRER;37;937984947;MATARO 5
78038;F08016811;BOIXEDA BATLLORI, MARIA;BARCELONA;BERNAT BRANSI;08032;CARRER;38;933573066;BARCELONA 7-D
78039;F08016829;MONLLOR GONZALEZ, JOSE MARIA;SANT BOI DE LLOBREGAT;MONTMANY;08830;CARRER;29;936616721;SANT BOI DE LLOBREGAT 1
